barcode_src,title_src,author_src,date1_src,date2_src,include_yn,reason,firstpub,pubplace,authgender,authnationality,authordates,author_profession,page_count_src,token_count_o200k_base_gen,language_src,topic_or_subject_gen,topic_or_subject_score_gen,genre_or_form_src,general_note_src,ocr_score_src,ocr_score_gen,likely_duplicates_barcodes_gen,identifiers_src,hathitrust_data_ext,is_english_1831_1930
hn6gxm,"Powers, duties and work of game wardens : a handbook of practical information for officers and others interested in the enforcement of fish and game laws","Chase, Harry.",1910,,y,,1910.0,US,m,US,,,152.0,43018.0,eng,AGRICULTURE,0.946812689,"Handbooks, manuals, etc",,94.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)18346875'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn6gxm', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hxqc3g,"In the wilderness, with a biographical sketch.","Warner, Charles Dudley",1920,,y,biographical sketches,1878.0,US,m,US,1829-1900,,148.0,58778.0,eng,SCIENCE,0.843562484,,,95.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)06420019'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hxqc3g', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hwwjnq,Argentina.,"Hirst, W. A.",1919,,y,social description,1910.0,US,m,US,1870-1948,,460.0,148623.0,eng,SOCIAL SCIENCES,0.495827854,,"""5th impression"".",83.0,95.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)235924444'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwwjnq', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
32044058307810,The construction of chemical laboratories,"Chandler, William Henry",1900,1983,y,"based on information from the exposition of 1889, but not pub in this form until 1893",1893.0,US,m,US,1841-1906,,260.0,28814.0,eng,SCIENCE,0.999731839,,"From Reports of the U.S. Commissioners to the Universal Exposition of 1889 at Paris, vol. II., p. 32-104 plates., Master microform held by: DLC.",63.0,97.0,,"{'lccn': array(['nuc87416539'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)22083286'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044058307810', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hxdnai,The poet's poet and other essays.,"Quayle, William A.",1901,,y,,1897.0,US,m,US,1860-1925,,360.0,102598.0,eng,LANGUAGE AND LITERATURE,0.998914719,,"Gilt tops, foredges uncut., Bound in original green cloth.",96.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03374942'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hxdnai', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
32044073486045,The temple of Solomon : a review of the various theories respecting its form and style of architecture : The ethics of art : two lectures,"Robins, Edward Cookworthy.",1887,,y,read in 1886 but not a prob,1887.0,UK,m,UK (England),1831-1918,,134.0,55127.0,eng,FINE ARTS,0.861009121,,,85.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)13556328'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044073486045', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044086783313,"Robert Burns, an address delivered in Tremont Temple","Hoar, George Frisbie",1901,,y,,1901.0,US,m,US,1826-1904,,32.0,7820.0,eng,LANGUAGE AND LITERATURE,0.994434655,,Cover-title.,80.0,97.0,,"{'lccn': array(['14003506'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)13147961'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044086783313', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hw1vlh,Beneath blue skies and gray : poems,"Crockett, Ingram",1898,,y,,1898.0,US,m,US,1856-1936,,120.0,18177.0,eng,HISTORY OF THE AMERICAS,0.915896714,,"""Press of the F. A. Bassette Co. ... Springfield, Mass.""--p. [2]., Title in red., Includes play: The Inca's daughter.",88.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)10831858'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hw1vlh', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hnnwy1,The Barrys,"Bullock, Shan F.",1899,1898,y,,1898.0,UK,m,"UK (Irish writer, pub London)",1865-1935,,438.0,163936.0,eng,LANGUAGE AND LITERATURE,0.596554637,,,95.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)12228021'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnnwy1', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044038429635,"Counsels by the way,","Van Dyke, Henry",1908,1908,y,"collection of essays prev pub 1897, 1900, 1903",1897.0,US,m,US,1852-1933,,176.0,37856.0,eng,LANGUAGE AND LITERATURE,0.265687972,,,91.0,100.0,['HWPA4E'],"{'lccn': array(['08021627'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02789225'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044038429635', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044106370034,Some American medical botanists,"Kelly, Howard A.",1911,1911,y,,1911.0,US,m,US,1858-1943,,32.0,11374.0,eng,MEDICINE,0.504434168,Biography,"Caption title., ""The substance of an address before the Medico-Historical Society of Chicago, 1910.""--P. [1]., ""Reprinted from The Journal of the American Medical Association July, 1911, Vol. LVII""--P. 20.",76.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)31456084'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044106370034', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hnqe3f,Cases on constitutional law,,1897,,y,,1897.0,US,m,US,1845-1933,,334.0,365072.0,eng,LAW,0.999492407,,,93.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)19437834', '(OCoLC)18672026'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnqe3f', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hxdi7y,"The spy of Yorktown; a story of Arnold and Washington in the last year of the war ofindependence,","Stoddard, William Osborn",1903,,y,,1903.0,US,m,US,1835-1925,,264.0,72950.0,eng,HISTORY OF THE AMERICAS,0.741315126,"Fiction, History",,91.0,100.0,,"{'lccn': array(['03020587'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)04572874'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hxdi7y', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
32044011551280,Thucydides Mythistoricus,"Cornford, Francis Macdonald",1907,,y,,1907.0,UK,m,UK (England),1874-1943,,298.0,154615.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.930473447,History,Includes bibliographical references and index.,92.0,98.0,,"{'lccn': array(['08000423'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)8446864'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044011551280', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hx2nlf,"Federal government and the states; address delivered at Norfolk, Va., on June 29, 1907, at the celebration of the adoption of the first Virginia constitution,","Storey, Moorfield",1907,,y,,1907.0,US,m,US,1845-1929,,154.0,56001.0,eng,LAW,0.997925997,,,86.0,99.0,,"{'lccn': array(['10001755'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)234773885', '(OCoLC)52339186'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hx2nlf', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hn1nuj,The Chautauqua girls at home,Pansy,1877,,y,Pansy = Isabella Macdonald Alden,1873.0,US,f,US,1841-1930,,496.0,128873.0,eng,HISTORY OF THE AMERICAS,0.928901672,"Fiction, Juvenile works, Publishers' catalogues",,95.0,99.0,,"{'lccn': array(['05033517'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)09477024'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1nuj', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044087970612,"A brief history of Europe from 1789-1815,","Holt, Lucius Hudson",1919,,y,"coauthored with Chilton, Alexander Wheeler",1919.0,US,m,US,"1881 - , 1886 -",,450.0,186485.0,eng,"WORLD HISTORY AND HISTORY OF EUROPE, ASIA, AFRICA, AUSTRALIA, NEW ZEALAND, ETC.",0.997567534,,,89.0,96.0,,"{'lccn': array(['19013489'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02069259'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044087970612', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044103073128,Journal of nervous and mental disease.,,1876,9999,y,,1916.0,US,m,US,,,616.0,397206.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.916136146,Periodicals,"Official organ of the American Neurological Association, the New York Neurological Society, the Philadelphia Neurological Society, and the Chicago Neurological Society, 1899-June 1918; and of the Boston Society of Psychiatry and Neurology, <Apr. 1905>-June 1918., Part of the illustrative material is folded.",96.0,98.0,,"{'lccn': array(['sn 78005123'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01754691'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044103073128', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hx524h,"Charles E. Bolton; a memorial sketch,","Bolton, Sarah Knowles",1907,,y,"not a famous person, but a typical life",1907.0,US,f,US,1841-1901,,152.0,31578.0,eng,SOCIAL SCIENCES,0.323770136,,,86.0,98.0,,"{'lccn': array(['07025048'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)371911'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hx524h', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
32044019616119,"Aztlan : the history, resources, and attractions of New Mexico","Ritch, W. G.",1885,,y,,1885.0,US,m,US,1830-1904,,276.0,153954.0,eng,HISTORY OF THE AMERICAS,0.978180826,,Includes index.,87.0,98.0,,"{'lccn': array(['rc 01000233'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02461036'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044019616119', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hnuyze,The theosophical forum.,,1889,1905,y,,1903.0,US,u,US,,,246.0,115748.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.999479353,,Title from caption.,96.0,100.0,,"{'lccn': array(['95650414'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)06491368'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnuyze', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044102772175,"Composition, rhetoric, literature : a four year's course for secondary schools","Shackford, Martha Hale",1917,,y,"super useful, needs manual attention?",1913.0,US,f,US,1875-1960,,662.0,228139.0,eng,LANGUAGE AND LITERATURE,0.99950707,,,95.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)223184231', '(OCoLC)230938294'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044102772175', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044082646845,A vendetta of the desert,"Scully, W. C.",1898,,y,,1898,US,m,South Africa,1855-1943,,264.0,100258.0,eng,HISTORY OF THE AMERICAS,0.65329057,,,95.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)07486243'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044082646845', 'rights_code': 'pd', 'reason_code': 'add', 'last_check': '2025-05-12'}",TRUE
32044102796562,Catholic educational review.,,1911,1969,y,,1911.0,US,u,US,,,506.0,212118.0,eng,EDUCATION,0.998720288,,,95.0,99.0,,"{'lccn': array(['12009467 //r82'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01553550'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044102796562', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044112467667,Treaty of peace.,Allied and Associated Powers (1914-1920).,1920,,y,"weird performative document, but",1920.0,UK,u,multiple,,,130.0,89543.0,eng,LAW,0.958458483,,,92.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)236050152'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044112467667', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hwysul,Minnesota state health laws and regulations ...,Minnesota.,1924,,y,"performative, but",1924.0,US,u,US,,,118.0,65755.0,eng,LAW,0.999033451,Legislation,"""Abstracts of opinions, attorney general"": p. 87-93.",88.0,99.0,,"{'lccn': array(['25027014 //r26'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)34120918'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwysul', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hwh178,Acts of the privy council of England.,Great Britain.,1890,1974,y,,1897.0,UK,u,UK,,,532.0,299845.0,eng,LAW,0.999509692,,,95.0,97.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)85068630'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwh178', 'rights_code': 'pdus', 'reason_code': 'gfv', 'last_check': '2025-05-13'}",TRUE
32044097049241,School civics : an outline study of the origin and development of government and the development of political institutions in the United States,"Boynton, Frank David",1904,1904,y,,1904.0,US,m,US,1863-1930,,532.0,208746.0,eng,POLITICAL SCIENCE,0.982541382,Handbooks and manuals,,95.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)42307572'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044097049241', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044011227808,"The cellar-house of Pervyse : a tale of uncommon things, from the journals and letters of the Baroness T'Serclaes and Mairi Chisholm.",,1917,,y,"multiple authors, all women",1917,UK,f,UK,,,326.0,84445.0,eng,LANGUAGE AND LITERATURE,0.985942841,,Prefatory note signed: G.E. Mitton.,95.0,100.0,,"{'lccn': array(['17013748'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01115162'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044011227808', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044081227969,Notes on Shotwick in the county of Chester,"Beazley, F. C.",1915,,y,,1915.0,UK,m,UK,-1856,,258.0,108478.0,eng,SCIENCE,0.736557841,,Includes index.,82.0,94.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)12980661'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044081227969', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
ah44ng,"The development of doctrine in the Epistles,","Henderson, Charles Richmond",1896,,y,,1896.0,US,m,US,1848-1914,,136.0,56298.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.999410391,Textbooks,,88.0,99.0,,"{'lccn': array(['39032776'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)2125762'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.ah44ng', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn1ls2,"The system of calculating diameter, circumference, area, and squaring the circle : together with interest and miscellaneous tables, and other information","Morton, James.",1881,,y,,1881.0,US,m,US,,,240.0,109657.0,eng,SCIENCE,0.998073816,,,92.0,84.0,,"{'lccn': array(['03021545'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)15270064'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1ls2', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044061875233,Guide to the study of political economy.,"Cossa, Luigi",1880,,y,"although translated, seems naturalized, and we have no other pol econ",1880.0,UK,m,Italian,1831-1896,,306.0,124225.0,eng,POLITICAL SCIENCE,0.90536505,,,94.0,96.0,,"{'lccn': array(['a  11000801'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)04253085'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044061875233', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044097002158,Robinson's new rudiments of arithmetic,"Robinson, Horatio N.",1892,,y,"predates period, but very nice exercises",1866.0,US,m,US,1806-1867,,236.0,93789.0,eng,SCIENCE,0.998144627,Textbooks,,93.0,93.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)14441420'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044097002158', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044088989421,The doctrine of probation examined with reference to current discussions,"Emerson, George H.",1883,,y,"""Universalist Publishing House""",1883.0,US,m,US,1822-1898,,184.0,59581.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.998149753,,,95.0,100.0,['AH218M'],"{'lccn': array(['37039272'], dtype=object), 'isbn': array(['079051656X (microfiche)'], dtype=object), 'ocolc': array(['(OCoLC)04137650'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044088989421', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hwrcdt,Figure skating,"Yglesias, H. R.",1905,,y,text has lots of figures -- tricky for OCR,1905.0,UK,m,UK,1867-1949,,122.0,25442.0,eng,AGRICULTURE,0.573814571,,,88.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)21899703'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwrcdt', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
32044091987974,"The lighting art, its practice and possibilities,","Luckiesh, Matthew",1917,,y,,1917.0,US,m,US,1883-1967,,248.0,101918.0,eng,TECHNOLOGY,0.517613649,,,95.0,99.0,,"{'lccn': array(['17030388 //r44'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02950749'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044091987974', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044106226129,The Nature-study review : devoted to all phases of nature-study in elementary schools.,,1905,1923,y,,1920.0,US,u,US,,,502.0,221317.0,eng,SCIENCE,0.9987185,,"Title from cover., Imprint varies.",93.0,99.0,,"{'lccn': array(['06031474'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01759495'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044106226129', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044081513434,Annals of surgery.,,1885,9999,y,,1908.0,US,u,US,,,724.0,345183.0,eng,MEDICINE,0.999026775,"Electronic journals, Periodicals, Computer network resources","""A monthly review of surgical science and practice."", Official publication of the American Surgical Association, 1928-<76> and of various other surgical associations., Part of illustrative material is colored, part folded.",94.0,98.0,,"{'lccn': array(['44048195'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01481411'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044081513434', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044081498354,Story plays old and new.,"Varney, Alice Sumner.",1915,,y,,1915.0,US,f,US,?,,184.0,37452.0,eng,LANGUAGE AND LITERATURE,0.940491557,,,92.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)223300382', '(OCoLC)230931937'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044081498354', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044055060529,"Report of the Special committee on outdoor alms of the town of Hartford, A.D. 1891.",Hartford (Conn.).,1891,,y,,1891.0,US,u,US,,,188.0,102214.0,eng,AGRICULTURE,0.987914026,,,87.0,98.0,,"{'lccn': array(['10003856'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)10731427'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044055060529', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044086056843,"Blood and iron; origin of German empire as revealed by character of its founder, Bismarck,","Greusel, John Hubert",1915,,y,,1915.0,US,m,US,-1868,,272.0,117156.0,eng,AUXILIARY SCIENCES OF HISTORY,0.564882398,,,92.0,100.0,,"{'lccn': array(['15019345'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)3174671'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044086056843', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn5bs8,Columbian cyclopedia.,,1897,,y,vol 23 Paysandu-Pittston,1897.0,,,,,,898.0,641114.0,eng,GENERAL WORKS,0.998816252,,,95.0,97.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)22288077'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn5bs8', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hnpeij,Ten degrees backward,"Fowler, Ellen Thorneycroft",1915,,y,,1915.0,US,f,US,1860-1929,,344.0,131851.0,eng,SCIENCE,0.562821031,,,95.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)19903160'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnpeij', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn3gcw,"Stanley's adventures in the wilds of Africa : a graphic account of the several expeditions of Henry M. Stanley into the heart of the dark continent : covering Stanley's expedition to find Livingstone, his crossing the continent and exploration of the Congo from its headwaters to the ocean, his establishment of the Congo free state, and his last great achievement, the discovery and deliverance of Emin Asha [sic]","Headley, J. T.",1892,,y,,1892.0,US,m,US,1813-1897; 1857-1931,,550.0,161853.0,eng,SCIENCE,0.997083485,,,91.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)235920510'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn3gcw', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hnb12h,The spirit of modern philosophy : an essay in the form of lectures,"Royce, Josiah",1893,1892,y,need philosophy,1892.0,US,m,US,1855-1916,,552.0,257725.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.999419212,,Includes index.,95.0,99.0,['32044028728434' 'AH3DMB'],"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)05187095'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnb12h', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hx4lme,"The ethnogeography of the Tewa Indians,","Harrington, John Peabody.",1916,,y,,1916.0,US,m,US,1864-1956,,824.0,530276.0,eng,HISTORY OF THE AMERICAS,0.998137355,,,66.0,88.0,,"{'lccn': array(['16026565'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)00871289', '(OCoLC)17733787'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hx4lme', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hnrtbq,The medicolegal aspect of accidents caused by the R̦ntgen rays.,"Beck, Carl",1904,1904,y,very periodized aspect of medicine; author is professor of medicine,1904.0,US,m,US,1856-1911,,28.0,8889.0,eng,MEDICINE,0.999057949,,"""Reprint from the Medical record, February 20. 1904",83.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)84489015'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnrtbq', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044102873361,"Elements of the theory and practice of cookery; a textbook of household science, for use in schools,","Williams, Mary E.; Fisher, Katharine Rolston",1913,1901,y,cooking,1901.0,US,f,US,1853-1916,,420.0,133150.0,eng,TECHNOLOGY,0.998307228,"Handbooks, manuals, etc",,90.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02062027'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044102873361', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hc4z9l,Practical points in the management of some of the diseases of children.,"Love, Isaac Newton.",1891,,y,we have professional medicine but this is popular,1891.0,US,m,US,unknown,,176.0,52680.0,eng,MEDICINE,0.999216199,,,93.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)11315332'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hc4z9l', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044004506143,The land of the czar.,"Wahl, O. W.",1875,,y,need something early,1875.0,UK,m,unknown,unknown,,414.0,185100.0,eng,SCIENCE,0.313973516,,,95.0,99.0,,"{'lccn': array(['04024848'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)04752555'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044004506143', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044019036185,The American journal of psychology.,,1887,9999,y,changed barcode to be 1887 volume,1887.0,US,unknown,unknown,unknown,,478.0,266805.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.99928242,Periodicals,"Editors: 1887-1920, G. S. Hall and others.--1921-25, E. B. Titchener.--1926-<41> K. M. Dallenbach, Madison Bentley, E. G. Boring (with Margaret F. Washburn, 1926-39), Imprint varies.",93.0,98.0,,"{'lccn': array(['05035765 //r43'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)720066212', '(OCoLC)613957302', '(OCoLC)01408768'],",,
